Host_MGS_ID,Subfind_ID,x,y,z,vx,vy,vz,m_star,age_star
0,0,64959,72830,217521,472,451,-261,7.84e+12,11.52
0,2,65675,72472,218292,2022,1495,-1797,8.47e+11,11.42
0,4,65402,73265,218289,-260,-2222,-564,3.26e+11,11.18
0,32,65666,72874,218079,-203,2810,562,9.38e+10,9.68
0,38,65212,70224,218668,402,588,711,9.92e+10,10.92
0,40,64150,70845,218705,-53,536,-672,1.15e+11,11.81
0,42,65051,72038,218193,1757,836,-373,1.53e+11,11.77
0,43,64669,73471,218116,-884,2126,168,5.75e+10,9.26
0,46,63190,71938,218240,-756,1278,-279,6.81e+10,11.10
0,51,64021,71356,218669,1112,1422,-1191,1.42e+11,11.49
0,53,64650,72114,218315,24,-3,-1260,1.36e+11,11.23
0,54,64688,73495,218412,-439,2460,-326,6.70e+10,7.69
0,57,64727,72138,217802,-632,1627,-351,1.16e+11,12.06
0,58,64805,72274,218050,-491,1446,-1916,1.19e+11,11.76
0,60,64751,72610,217735,-1187,742,-299,9.92e+10,11.55
0,65,63934,72740,218470,76,1109,1156,7.37e+10,11.24
0,66,65619,71658,217574,414,3184,560,3.91e+10,8.37
0,67,66469,71643,216719,315,-1528,-404,2.53e+10,6.92
0,70,66301,71677,217377,372,2714,-544,3.40e+10,7.65
0,72,65051,70673,218151,-373,720,-800,7.25e+10,10.56
0,73,64388,72130,217999,1768,-335,-659,1.07e+11,11.42
0,74,64295,70572,218113,-921,2736,1041,3.64e+10,7.40
0,77,64466,71128,218728,447,1160,-948,8.35e+10,11.73
0,81,64761,73055,217508,-854,1789,-540,6.59e+10,10.67
0,85,64893,72476,218272,1315,1113,205,8.42e+10,11.57
0,88,64529,71609,218886,-1193,-1562,-140,4.17e+10,10.54
0,90,64587,72459,217808,-1652,2811,-105,6.36e+10,10.51
0,91,65277,73027,218568,-206,-2166,-884,6.75e+10,10.02
0,98,64246,71328,218018,875,-1786,201,4.27e+10,10.87
0,100,64060,74004,218109,-976,1343,-561,3.33e+10,6.95
0,103,64046,72862,217634,-647,1044,640,5.78e+10,11.82
0,105,64620,72035,217450,-751,1339,2552,5.68e+10,10.30
0,106,63607,72873,218497,674,-40,-857,5.23e+10,11.64
0,112,64773,72872,217432,722,1984,-3050,2.88e+10,6.00
0,114,64553,71366,217861,550,-1912,771,4.29e+10,9.67
0,116,64831,71434,218731,2186,523,-635,4.45e+10,11.76
0,117,65004,69906,217569,1116,1518,145,4.50e+10,11.13
0,119,65820,72757,216906,-381,-1586,157,3.19e+10,10.46
0,125,63961,71941,216989,-827,-294,-352,4.49e+10,11.72
0,126,66960,71231,216811,710,2035,-1366,1.78e+10,7.95
0,128,64590,73472,219001,713,212,-1863,3.73e+10,10.62
0,130,65996,72692,218642,2536,1674,-1551,5.73e+10,10.12
0,131,66681,71064,217141,980,2496,-751,8.42e+09,4.53
0,133,64528,72114,218534,236,2025,-1095,5.13e+10,11.81
0,134,64929,72530,218040,1595,1288,290,5.29e+10,11.98
0,136,64373,72641,218091,868,-2272,-1576,3.73e+10,9.17
0,137,64341,72805,217737,962,-735,-1569,4.36e+10,11.96
0,138,64799,72111,217860,-66,829,-380,5.79e+10,11.00
0,139,64705,72109,217948,546,1879,-623,6.18e+10,11.64
0,140,63336,72897,217246,13,722,-1025,4.97e+10,10.49
0,141,64770,73100,218959,-509,1619,1352,2.10e+10,8.00
0,145,64613,72205,217807,76,605,-671,6.09e+10,11.89
0,151,64747,71492,218033,325,1056,-1178,5.27e+10,11.47
0,155,64636,74062,218874,795,658,-1349,3.37e+10,11.01
0,158,64562,72212,217810,-264,-103,-1630,5.49e+10,12.02
0,163,62525,71958,216448,276,-964,671,1.75e+10,7.61
0,171,64223,71000,217223,721,-970,7,3.87e+10,11.28
0,174,64479,72629,217442,243,1938,-1613,4.39e+10,11.30
0,176,64644,71072,217016,86,645,-3122,1.35e+10,7.19
0,178,65488,73497,218355,-209,-2132,-848,3.58e+10,8.96
0,180,64503,70717,217128,1103,223,512,4.06e+10,11.03
0,181,64828,71009,216676,968,121,-1927,2.44e+10,9.45
0,184,65486,71771,219130,462,1076,-781,3.26e+10,12.27
0,185,63768,72172,217420,2707,533,-12,3.78e+10,8.68
0,187,64683,71944,217617,1960,-14,-1036,4.52e+10,11.15
0,189,66079,72143,218411,-734,1014,-1170,3.02e+10,10.73
0,191,64533,71910,217641,1151,-213,728,4.52e+10,11.19
0,197,64168,73705,217707,1559,1219,-742,2.05e+10,9.29
0,204,63872,72201,217745,516,-45,-325,3.57e+10,11.61
0,207,63491,71723,217274,1579,-687,-731,2.26e+10,10.68
0,209,65034,72637,219067,826,2125,-323,2.95e+10,10.15
0,211,65664,71144,216739,-176,-1655,-728,1.05e+10,7.27
0,212,65652,72046,217616,-1568,-275,205,2.68e+10,9.30
0,213,65922,71869,218918,1735,1381,-1508,1.27e+10,8.55
0,218,64804,72087,218135,-1488,-429,-692,3.72e+10,10.77
0,220,64161,71631,218152,2328,1548,2467,1.54e+10,7.15
0,226,64981,72449,218351,2757,1334,-2027,2.89e+10,10.67
0,227,65012,72052,218285,-976,797,-1471,3.45e+10,9.96
0,228,65647,72295,218070,715,200,-1449,2.65e+10,11.10
0,229,64670,72806,217904,473,1735,134,3.31e+10,10.76
0,233,64279,72193,217395,-1125,452,1811,2.48e+10,9.44
0,234,65197,72713,219267,-310,-2270,-831,2.39e+10,9.98
0,235,64957,72547,219154,3317,1628,-617,2.42e+10,9.47
0,237,64524,72490,218009,2062,-1003,-279,3.03e+10,10.51
0,241,64582,72032,218013,-1098,91,-185,3.41e+10,11.88
0,243,65857,71241,219263,217,797,-699,2.10e+10,9.93
0,244,64235,73555,219574,-248,1107,435,1.11e+10,7.85
0,249,64224,71551,217996,2218,1821,2501,1.14e+10,6.94
0,250,64097,72545,217459,-454,920,-756,2.90e+10,10.47
0,254,64725,70771,216740,822,-253,-84,2.56e+10,10.52
0,256,64938,72994,217597,470,-261,-412,2.35e+10,11.62
0,257,66319,71579,217322,566,2834,-712,1.43e+10,7.86
0,263,64379,72504,217627,668,-417,-1056,2.84e+10,11.29
0,265,64792,71557,217900,1001,1629,-276,2.79e+10,10.14
0,268,65080,72358,217949,352,-920,2069,2.14e+10,10.43
0,273,65146,72236,219772,-323,-136,-684,1.13e+10,9.75
0,275,67020,72440,216172,208,2012,-1250,3.18e+09,7.48
0,276,64360,72200,217259,-591,2493,1177,1.85e+10,10.57
0,284,62411,72656,216760,698,1438,-891,1.18e+10,10.81
0,287,65745,70526,216681,66,-1488,-317,4.67e+09,4.82
0,291,64921,72688,218337,-152,-8,-1555,1.94e+10,9.90
0,292,64624,70873,218333,-658,-38,-2405,9.02e+09,9.96
0,295,64441,71771,217058,-395,419,2082,1.33e+10,10.02
0,298,64262,72205,217791,920,-1165,618,2.21e+10,10.63
0,300,64897,73792,217411,-621,-293,667,1.23e+10,9.57
0,307,63139,70502,218689,-273,1603,-353,1.12e+10,9.41
0,310,65407,72403,218531,2891,1769,-1791,2.20e+10,10.58
0,314,65979,71358,220025,463,-1170,-737,3.44e+09,7.73
0,317,64212,71934,218362,276,586,-907,1.84e+10,11.30
0,318,65263,70503,219149,432,-80,-1145,7.37e+09,8.77
0,319,65297,71898,218551,1675,107,1290,1.35e+10,9.57
0,321,65251,71457,218819,222,-94,-631,1.25e+10,10.46
0,323,65224,72028,219436,2829,2161,-547,1.10e+10,10.38
0,330,64561,72215,217826,-268,1559,-1308,2.18e+10,10.57
0,331,65616,71735,216752,-461,-82,29,9.15e+09,8.03
0,333,64779,72735,218833,987,983,-639,1.60e+10,9.55
0,336,65902,72878,218465,1604,2385,-631,6.43e+09,9.73
0,337,63740,71046,218719,-78,2295,758,8.11e+09,9.52
0,340,65512,70579,219008,675,338,-894,9.38e+09,8.51
0,343,64571,73071,217575,637,460,-549,1.76e+10,10.57
0,345,64971,70971,217818,1167,-289,1645,6.40e+09,8.87
0,353,67113,72076,216660,600,827,345,3.54e+09,8.71
0,357,64915,73822,216838,1556,297,-158,8.04e+09,9.38
0,358,65644,74487,219402,-136,-1054,530,6.04e+09,9.35
0,359,64228,72906,216868,1153,398,526,1.39e+10,9.99
0,364,65314,72058,218280,2945,886,-2377,4.67e+09,9.33
0,365,64586,73043,217012,504,458,-516,1.51e+10,10.71
0,366,63980,72181,217741,1826,-993,1216,1.01e+10,10.30
0,368,65688,71742,217499,608,3111,702,3.62e+09,6.90
0,374,63533,72200,217499,1885,-202,7,1.22e+10,10.83
0,375,65147,70746,217176,-220,-430,-325,1.13e+10,10.22
0,378,63633,71039,217080,1025,-349,-98,1.58e+10,10.04
0,379,64115,71259,218050,980,-402,1534,1.30e+10,10.57
0,382,64292,72209,217757,1929,413,-148,1.82e+10,10.81
0,383,65951,69873,219032,238,-571,-222,4.45e+09,8.21
0,384,64356,72012,217472,1232,663,-789,1.77e+10,11.89
0,385,64390,72116,217778,2672,-214,577,1.51e+10,11.09
0,394,61768,72408,216443,505,2127,-740,1.11e+09,7.47
0,397,64667,73338,217092,-218,339,1504,9.26e+09,10.18
0,398,64990,72249,217444,1088,-2134,747,7.43e+09,9.42
0,406,65703,70763,218889,352,56,-514,8.40e+09,8.75
0,409,64404,72046,218158,412,621,250,1.63e+10,11.02
0,411,65500,72694,218630,3054,467,-1151,8.29e+09,10.27
0,414,64845,72516,217613,-17,-609,-418,1.35e+10,10.02
0,415,65480,70665,216405,72,1,-93,4.54e+09,8.99
0,417,64750,73596,217771,785,-1411,-701,9.86e+09,10.64
0,418,64428,72043,217563,1505,1373,-963,1.44e+10,10.84
0,420,64714,71062,217922,-2473,1535,-1151,3.20e+09,6.55
0,421,63987,73983,218684,2267,1115,-1172,1.03e+09,6.95
0,422,64450,71739,217199,361,329,199,1.44e+10,11.13
0,426,64577,72133,217974,1020,1153,-700,1.62e+10,11.08
0,429,65485,72578,217952,751,614,-864,1.53e+10,11.24
0,436,65356,71888,217911,-1329,1559,202,1.03e+10,10.75
0,437,64008,70941,217834,-947,2507,-11,3.08e+09,8.90
0,438,64249,72344,217273,161,992,-653,1.45e+10,11.46
0,441,65003,72493,218176,-426,999,-2299,9.20e+09,10.80
0,445,64570,72148,217371,527,-806,695,1.26e+10,10.63
0,447,65698,70185,216975,-158,-1237,32,1.18e+09,7.63
0,448,64551,71811,218170,1647,1494,1163,1.42e+10,11.18
0,456,65885,72443,218286,2092,366,-1367,1.23e+10,10.79
0,462,63522,72418,217971,-575,1498,827,7.89e+09,7.95
0,464,64433,71581,216940,1402,1807,-405,8.80e+09,9.95
0,465,64441,71899,218284,737,2840,-3364,2.97e+09,8.53
0,469,65096,73278,217923,-898,-1274,307,2.93e+09,8.98
0,470,64521,72455,218769,1023,-1959,-1708,2.25e+09,8.42
0,471,64678,73685,217620,-83,-1032,206,5.65e+09,7.81
0,472,64240,73272,216643,555,-661,-155,4.04e+09,9.92
0,476,66629,73128,218435,328,210,-456,4.62e+09,9.82
0,477,64583,72424,218152,-1127,19,-388,1.02e+10,10.85
0,479,65920,72084,218365,-986,-547,164,2.73e+09,9.29
0,482,63907,71757,218979,-778,-157,-942,4.84e+09,10.37
0,486,65003,71931,217892,1286,588,127,1.11e+10,11.71
0,487,62809,71632,218210,-677,1416,-326,4.02e+09,9.21
0,499,63758,71618,217167,344,570,1971,6.65e+09,9.84
0,501,64610,71779,217792,1499,46,-139,1.11e+10,11.32
0,508,65619,72699,216611,1498,110,-1379,4.13e+09,9.02
0,511,64712,72019,218821,1544,-603,-1065,6.34e+09,10.21
0,515,64619,71813,217355,-450,2151,729,7.84e+09,11.23
0,516,64783,72637,218119,3811,1819,-825,1.61e+09,6.25
0,517,65018,72149,218400,592,1286,-1134,1.01e+10,10.67
0,520,64303,73558,219210,540,-885,246,1.61e+09,8.63
0,521,63645,71441,217546,1547,1363,-1360,6.97e+09,10.58
0,522,65473,72720,219418,2873,1906,-629,5.08e+09,9.88
0,523,65680,72470,218259,1482,2600,-1387,1.01e+10,10.13
0,528,64358,73026,217958,1962,-1035,-878,4.66e+09,9.95
0,532,65017,71686,219209,3083,1669,-261,2.75e+09,10.39
0,533,64116,72700,217516,843,-2969,475,1.51e+09,8.81
0,534,64142,70916,217249,1532,-383,-2025,2.95e+09,9.72
0,535,64656,70380,217796,-164,782,1402,2.24e+09,8.96
0,537,63215,71247,218121,592,1262,-812,7.15e+09,9.92
0,541,64931,72853,218785,-980,-1529,-404,1.85e+09,9.53
0,546,64440,72872,218772,778,1141,777,5.64e+09,10.74
0,547,64588,72301,218504,470,1278,868,8.58e+09,11.17
0,552,65328,71681,218174,2307,527,2337,1.12e+09,5.85
0,557,63499,71373,216445,-202,-965,-1558,1.30e+09,8.20
0,564,64468,70796,218708,1094,1395,-451,5.78e+09,10.66
0,576,64702,70433,216737,1237,795,-1035,3.45e+09,9.97
0,577,65668,70539,216703,-392,-1221,-248,2.07e+09,6.09
0,579,62568,72754,216861,1088,1181,-392,3.33e+09,10.05
0,580,65435,72487,219080,3118,772,-990,3.41e+09,11.28
0,582,65718,72982,218131,-338,2629,223,4.47e+09,7.51
0,589,65424,72057,216985,-1585,718,-606,3.40e+09,8.79
0,592,65750,69893,218886,-113,-562,524,2.02e+09,7.08
0,595,63860,72532,218343,229,753,409,6.45e+09,9.64
0,597,63095,71948,218289,-901,1447,-307,7.55e+09,8.91
0,600,65334,71301,217052,2082,-557,-431,1.30e+09,9.19
0,605,63197,71794,217575,1416,308,926,7.83e+09,10.74
0,608,64684,72442,217287,-673,-1062,1700,4.07e+09,9.84
0,609,64913,73497,218596,89,2790,345,2.63e+09,7.90
0,613,65525,70514,216684,719,2339,-1504,1.32e+09,6.85
0,614,63483,72207,217240,235,2727,57,2.45e+09,7.52
0,634,64522,72672,218274,-1110,433,-1765,4.53e+09,10.13
0,644,63595,71552,216807,-587,77,412,3.44e+09,10.55
0,647,64535,71586,218419,877,-699,500,5.55e+09,10.41
0,652,63967,70518,217758,740,-657,-395,3.98e+09,9.30
0,657,64323,72027,217383,-659,666,-976,7.76e+09,10.56
0,659,64253,72075,217595,-824,-210,420,8.29e+09,11.11
0,660,63930,70847,218385,369,-1098,-436,2.88e+09,9.53
0,664,64126,71332,216865,-159,253,1595,1.95e+09,9.57
0,670,64788,73178,218508,-608,-1375,481,1.18e+09,10.69
0,687,64202,72082,216774,117,56,1888,3.65e+09,8.56
0,695,63379,71355,216135,333,-285,-715,2.69e+09,9.49
0,698,64170,73067,217827,-1231,-391,-1285,2.44e+09,9.59
0,702,64595,71897,218675,1112,856,517,5.26e+09,10.72
0,703,64827,71978,218426,-1257,-1407,-2395,1.70e+09,9.43
0,704,64836,70841,216612,566,-142,-1646,1.34e+09,9.54
0,706,64500,73807,216759,482,995,-1140,2.79e+09,9.07
0,708,64507,71575,218447,1048,1853,-2307,6.46e+09,10.96
0,712,65249,72733,217896,760,1794,-1959,1.64e+09,10.32
0,722,64529,70429,217462,-529,456,112,1.75e+09,9.61
0,724,64990,72239,217996,-849,-467,-1143,5.47e+09,11.67
0,736,62943,72348,217569,-241,602,48,2.96e+09,10.95
0,741,64499,71565,218316,863,1146,-1676,4.42e+09,10.63
0,750,64465,72745,218083,1007,56,-470,4.71e+09,11.06
0,752,63825,73963,217056,688,1681,-955,1.21e+09,8.43
0,754,65174,71008,219743,714,783,-244,2.40e+09,9.96
0,758,63369,71451,218260,2427,1048,-1414,1.37e+09,10.17
0,760,62980,71990,218968,-68,1144,214,1.73e+09,9.01
0,762,65373,71834,218312,-454,1312,41,3.79e+09,10.07
0,772,62577,72452,217739,1110,1625,-265,1.46e+09,9.56
0,779,64698,69995,218763,1008,215,-785,1.83e+09,8.42
0,795,64715,72037,218070,1585,978,328,5.42e+09,10.64
0,796,65019,71977,218703,738,971,2028,2.94e+09,11.56
0,804,64712,72307,217776,641,2251,-2854,4.63e+09,10.22
0,819,64170,72334,218103,1245,748,654,4.07e+09,11.48
0,820,64840,72285,218309,-378,1305,-1282,5.22e+09,11.52
0,821,64518,70477,218837,333,691,1070,1.25e+09,10.36
0,828,63707,72268,217560,-631,1400,-462,3.09e+09,10.76
0,831,63846,72198,216878,-331,2187,-481,2.14e+09,9.83
0,834,64410,72293,217465,987,-164,571,5.91e+09,9.89
0,838,64347,72003,218012,1346,260,-1074,3.73e+09,10.78
0,843,64247,72330,217733,-1171,2878,-1890,2.08e+09,9.63
0,847,64464,72254,217437,2475,1820,89,2.99e+09,10.82
0,855,64825,72018,217853,1491,149,520,4.45e+09,10.63
0,862,65785,73348,218029,-256,-2383,-532,1.06e+09,8.05
0,867,63110,72573,216851,1867,-465,160,1.64e+09,9.73
0,879,63315,71635,216355,-86,698,345,2.10e+09,9.68
0,881,65066,71680,218428,1109,-737,1370,2.05e+09,10.00
0,886,64330,72208,218193,38,611,-1275,3.51e+09,11.08
0,903,64158,72879,217979,153,2207,-1240,2.23e+09,10.23
0,913,65394,71752,218466,2297,-871,274,2.26e+09,9.35
0,915,64122,72752,217110,-1414,-375,-1183,2.99e+09,10.72
0,922,63989,71521,218520,626,1914,-461,1.96e+09,10.22
0,926,65726,72549,218376,2009,1175,-1895,4.52e+09,11.00
0,944,64288,72010,216826,961,2,1029,3.67e+09,11.42
0,966,65214,73363,218633,-837,-1290,-293,2.10e+09,7.67
0,968,64438,71918,217728,113,-811,-800,4.27e+09,11.24
0,969,64481,71181,217746,-1070,1967,-1070,1.53e+09,8.01
0,973,66840,72513,218982,43,454,-134,1.06e+09,10.66
0,985,63974,71917,218009,568,-667,67,1.89e+09,10.86
0,995,64556,71879,218415,1083,409,368,3.36e+09,10.54
0,998,65210,72534,218505,1160,1791,426,3.66e+09,10.60
0,1002,64416,72295,217703,-824,1574,-1256,3.38e+09,10.69
0,1007,64724,73024,217624,-1200,258,-868,2.00e+09,10.07
0,1017,64299,72073,217761,247,308,1986,3.24e+09,11.14
0,1021,64534,71518,218048,313,873,-2454,2.41e+09,11.63
0,1049,64794,72834,217927,-259,2802,-727,1.27e+09,10.45
0,1056,64233,71886,217059,210,472,-97,2.58e+09,11.04
0,1060,64695,71819,218528,-1848,-1362,499,1.03e+09,10.32
0,1077,65382,73115,218340,-399,-2461,-777,2.74e+09,10.44
0,1078,65537,73341,218453,-276,-2166,-254,2.77e+09,8.52
0,1092,63927,73430,216877,-304,1177,-119,1.03e+09,11.62
0,1097,65410,73222,218276,-903,-2054,-455,2.99e+09,10.63
0,1103,63901,71434,218428,626,1562,1628,1.05e+09,9.50
0,1109,65700,72680,218355,2660,1465,-1865,3.31e+09,10.51
0,1117,64238,72784,217030,1115,160,-1470,1.72e+09,11.38
0,1122,64615,72211,217409,60,-288,716,2.44e+09,11.48
0,1154,64902,70521,218011,-576,1047,-889,2.47e+09,8.65
0,1156,65143,72109,218210,1782,1602,-1069,1.88e+09,10.66
0,1169,64920,71985,218519,809,286,-434,2.92e+09,9.92
0,1173,65107,72186,218002,477,2006,-2328,1.68e+09,9.47
0,1180,65186,72733,218765,2353,1657,-1339,1.33e+09,10.88
0,1232,63994,72285,217036,1507,-589,-340,1.30e+09,10.52
0,1235,64709,71814,218138,-1822,-406,1637,1.32e+09,8.83
0,1253,64588,72050,217991,-1207,1031,-2205,3.08e+09,11.31
0,1254,64214,71887,217935,380,-706,-1074,1.82e+09,10.06
0,1282,64285,71515,217058,828,-236,-453,1.77e+09,11.35
0,1289,63408,71016,219138,1238,1557,150,1.23e+09,9.81
0,1299,64497,71672,218364,402,215,-119,2.66e+09,11.32
0,1302,64734,72090,217901,-1045,943,-1911,2.24e+09,10.81
0,1303,65002,72017,217249,2269,-866,-854,1.11e+09,10.10
0,1304,63940,72389,218352,1016,-457,-719,1.78e+09,10.68
0,1313,64694,72407,217650,-1911,1930,-906,1.89e+09,10.97
0,1337,65219,71412,217905,-478,975,-573,1.05e+09,10.44
0,1348,64891,72058,217878,437,-884,-1094,1.74e+09,10.48
0,1352,64278,71972,217353,-412,645,-670,2.59e+09,9.80
0,1361,64654,71737,217813,2139,-1229,918,1.72e+09,9.32
0,1371,64237,71315,217846,1263,2029,612,1.63e+09,11.38
0,1380,65032,70787,218771,1466,416,-257,1.11e+09,11.12
0,1384,65136,71705,218765,859,844,-1980,1.03e+09,10.06
0,1386,63362,72209,218032,1407,114,269,1.05e+09,10.34
0,1404,64650,71157,218398,670,826,749,1.94e+09,10.43
0,1406,64448,71889,217713,1689,2431,549,2.06e+09,11.12
0,1411,64672,71930,218099,553,-113,915,2.61e+09,11.28
0,1422,64354,72209,218626,861,2535,-1900,1.48e+09,9.83
0,1456,64926,72602,217482,2188,1218,-863,1.03e+09,10.71
0,1472,64797,70713,218712,656,-590,225,1.07e+09,10.55
0,1477,64309,71798,218413,1958,-95,296,1.62e+09,10.48
0,1487,64896,72476,218242,1566,363,326,1.46e+09,11.02
0,1512,64433,71765,217580,1370,-590,-992,1.30e+09,10.31
0,1532,65044,71978,219513,-480,-50,-1146,1.05e+09,8.85
0,1559,63758,71588,217585,880,701,-538,1.25e+09,10.66
0,1561,64389,71927,217708,1847,1926,1155,1.51e+09,11.62
0,1588,64415,71853,217810,-616,1924,-1266,1.52e+09,10.06
0,1589,64135,72219,218209,1033,1720,-1583,1.02e+09,11.13
0,1760,64451,72307,217747,-941,490,-1991,1.81e+09,10.41
0,2065,64349,72057,217628,984,-41,139,1.14e+09,11.53
0,2113,64496,72402,217944,-721,-254,-1139,1.12e+09,11.07
0,2182,64459,71800,217659,780,-398,-984,1.18e+09,11.52
0,2681147,66865,74176,219933,1097,1240,-474,1.09e+09,9.17
0,2832077,67875,72128,215947,-391,674,-673,1.48e+09,9.60
0,2850974,66690,69443,219453,16,-301,-300,1.31e+09,8.42
0,2877975,65654,70010,216360,-434,686,346,4.45e+09,10.94
0,3101520,67511,72731,215485,-496,816,-590,1.20e+09,10.44
1,11748,120860,178609,287268,129,-38,-90,5.57e+12,10.91
1,11754,119297,179359,286480,42,193,-1915,1.76e+11,10.37
1,11757,121459,179398,286990,1870,226,-1920,8.39e+10,11.12
1,11758,120250,179078,286745,-141,203,-1124,2.70e+11,10.83
1,11759,119769,180188,286176,-159,77,-1318,1.42e+11,8.48
1,11760,118990,179812,286784,-438,139,-1879,1.50e+11,11.33
1,11761,120674,178094,286938,-820,-1708,-1249,2.22e+11,10.85
1,11766,121607,178362,287191,-430,-605,1209,1.37e+11,11.54
1,11771,120056,179497,286768,329,880,-373,1.25e+11,11.43
1,11778,118998,178681,285470,2108,-167,272,2.48e+10,5.62
1,11779,121794,179248,286146,1433,-163,942,7.70e+10,10.35
1,11781,120106,180943,286542,-704,464,-1078,4.06e+10,9.45
1,11782,119985,178022,286752,-2343,220,-1032,2.92e+10,12.06
1,11783,122600,177714,287256,-825,1122,24,7.22e+10,12.08
1,11784,120088,178110,286866,358,-1035,1120,7.91e+10,11.01
1,11785,120606,179672,287380,2344,-654,1184,3.26e+10,8.80
1,11787,123291,177214,288176,657,-52,656,3.29e+10,6.68
1,11789,120482,178060,286508,1083,-71,1625,8.68e+10,10.90
1,11790,120695,179037,287144,-528,1598,355,1.00e+11,11.03
1,11792,120563,178814,287046,-874,343,-394,1.05e+11,10.96
1,11793,121960,180754,287617,-749,-113,-578,5.39e+10,9.77
1,11796,121311,177634,287008,476,-743,-171,6.85e+10,11.26
1,11797,120451,178054,286258,698,-357,805,6.00e+10,8.94
1,11798,118822,178432,285181,659,406,1775,1.92e+10,7.08
1,11800,120766,178727,287189,1114,-1153,-725,8.30e+10,11.25
1,11801,121978,179455,287355,-144,468,-657,6.02e+10,10.54
1,11802,120195,178190,287001,-1489,-1516,148,5.61e+10,7.35
1,11804,121394,177739,287264,-700,1163,-200,5.96e+10,11.52
1,11805,119524,178763,288662,389,-749,1993,2.54e+10,6.92
1,11807,120492,179631,287752,982,-1055,1189,3.20e+10,8.05
1,11808,120417,180081,285686,45,-115,2093,7.40e+09,6.12
1,11809,120380,178922,288104,2264,-140,871,4.15e+10,7.92
1,11810,120994,178785,286857,502,59,-447,6.24e+10,9.88
1,11812,121019,178778,287065,-2278,2018,-181,4.19e+10,10.87
1,11813,119490,179763,285744,76,-924,368,4.07e+10,6.45
1,11814,121061,179111,286811,52,1898,-1486,4.90e+10,9.21
1,11816,121490,178705,286918,-1981,-1026,236,3.90e+10,9.90
1,11817,119612,178271,287276,2486,-298,628,1.76e+10,4.74
1,11818,119838,179570,287292,-502,-961,-2410,2.23e+10,9.08
1,11821,120472,179747,287016,-989,907,-520,4.64e+10,7.72
1,11823,120845,178286,287023,51,1603,1017,4.84e+10,10.48
1,11824,120750,178585,287170,-662,-758,-2177,5.63e+10,11.49
1,11825,120879,178759,287660,-395,113,1960,5.03e+10,9.99
1,11826,121420,177945,286375,568,-878,-1168,2.78e+10,11.90
1,11827,120544,178582,287966,1155,791,1458,4.09e+10,11.35
1,11831,123664,177529,287776,-615,326,-829,4.14e+10,12.13
1,11836,120587,178772,287964,-336,26,335,4.38e+10,9.76
1,11837,121136,178539,287183,385,-1143,981,4.44e+10,11.29
1,11838,120353,178540,286626,195,825,130,4.56e+10,10.43
1,11839,121524,178286,287190,706,-962,-944,4.17e+10,10.92
1,11841,123201,176449,286858,1010,-977,-671,2.01e+10,5.21
1,11842,121058,179812,288061,-743,-1913,-1586,1.41e+10,6.64
1,11844,120976,178678,287288,896,-945,-2321,4.35e+10,9.16
1,11845,119678,180479,284620,-163,-481,190,1.60e+10,9.04
1,11847,122283,178906,287690,201,274,484,3.64e+10,10.36
1,11848,119897,180008,287439,-363,-1162,-1210,2.18e+10,9.98
1,11849,120214,179044,287034,-13,-463,-365,3.83e+10,11.64
1,11850,121148,178083,287274,1,1429,1465,3.15e+10,10.18
1,11852,122527,177508,287356,-17,22,-179,3.74e+10,11.54
1,11853,121971,178233,287442,-1017,646,-1830,3.13e+10,8.70
1,11855,120747,178473,285667,-390,-349,-310,2.91e+10,10.18
1,11856,120664,178705,287269,-2067,719,-85,4.11e+10,11.43
1,11858,120256,178986,287046,375,-298,-1010,3.70e+10,11.75
1,11859,120509,180687,285131,-277,217,-546,1.57e+10,5.31
1,11860,121064,178584,287332,-1356,-551,-137,4.03e+10,10.59
1,11862,119444,178942,284322,-317,217,-569,1.22e+10,7.27
1,11865,120364,178821,287516,2774,-1269,1259,1.22e+10,7.67
1,11866,121811,179766,287490,572,-1070,-244,2.59e+10,9.90
1,11868,120700,178433,287290,1459,-437,532,3.36e+10,11.03
1,11870,120826,178806,287726,-2114,212,-49,2.89e+10,10.25
1,11871,120868,177571,287319,73,1857,-695,1.90e+10,9.28
1,11872,121140,178459,287251,1343,610,-517,3.03e+10,10.85
1,11875,121019,178654,287180,-2102,-104,-404,3.03e+10,11.79
1,11876,119664,178111,286286,-1343,608,-1300,1.22e+10,8.90
1,11879,120025,179634,286875,-347,499,2589,1.39e+10,7.86
1,11885,122482,178202,287886,331,-506,-197,2.19e+10,11.11
1,11886,119383,178231,287220,-1551,456,-1560,9.77e+09,6.69
1,11887,120814,178446,287244,-1482,-1470,-1311,2.70e+10,9.92
1,11888,119885,178176,284270,-676,-242,-959,4.89e+09,4.71
1,11889,118633,178770,285584,766,-427,528,2.02e+10,10.94
1,11890,121067,178370,287238,-1116,-380,-893,2.84e+10,10.77
1,11891,121097,178342,285875,1283,1412,-116,6.91e+09,8.02
1,11892,119992,178153,287141,-968,-1345,762,1.67e+10,9.65
1,11893,120069,178706,286791,1488,-301,-293,2.60e+10,9.60
1,11894,121003,178681,287791,1352,1367,2653,1.38e+10,7.26
1,11895,120459,178265,287300,408,308,2282,2.31e+10,10.81
1,11899,122582,177789,286541,1906,-44,103,7.31e+09,5.74
1,11901,122557,180374,286962,-338,294,-396,9.76e+09,9.16
1,11902,119805,179063,286104,288,-1213,817,1.95e+10,7.05
1,11903,120696,178736,285605,1657,382,671,1.14e+10,8.33
