Host_MGS_ID,Subfind_ID,x,y,z,vx,vy,vz,m_star,age_star
12,114338,173417,95938,51455,-859,-125,133,1.05e+09,9.30
12,114339,172183,95686,50756,-97,-489,575,3.14e+09,9.39
12,114340,172436,95868,49663,-335,302,-788,1.14e+09,8.37
12,114347,172943,95935,50782,567,226,-759,3.91e+09,9.48
12,114354,173375,96010,51589,-134,-507,-864,1.68e+09,9.43
12,114355,172355,96284,51519,1032,-825,-1448,3.72e+09,9.46
12,114359,172079,96263,51329,-684,526,-1451,1.32e+09,9.11
12,114363,172161,96966,51956,738,-185,-1124,1.30e+09,10.67
12,114370,172231,96290,51213,-588,992,387,3.01e+09,7.85
12,114372,171329,95507,51735,247,-653,314,1.85e+09,10.22
12,114377,173143,97158,50815,281,-299,-536,1.32e+09,9.82
12,114387,171413,96289,50336,605,-443,278,1.00e+09,8.17
12,114389,172646,96931,50936,-322,-506,6,1.10e+09,10.44
12,114395,172142,95706,51403,894,34,-392,3.00e+09,7.18
12,114411,171395,95493,52080,54,-257,989,1.14e+09,10.20
12,114453,172471,95884,51254,506,-337,-397,2.16e+09,11.59
12,114581,172462,95961,51221,-320,215,-532,1.03e+09,10.78
12,2208976,172446,96086,53267,285,-554,710,7.40e+09,5.67
12,2307837,172670,94714,50032,746,-163,-930,2.52e+09,5.26
12,2323765,173349,95115,49845,-589,-61,925,6.80e+09,7.65
12,2323876,172088,95452,54171,88,-416,112,4.44e+09,8.68
12,2323877,172137,95713,54090,-670,93,-918,1.25e+09,7.33
13,42631,291628,165579,292920,46,-515,-588,2.82e+12,10.66
13,42635,291697,166215,293920,-592,24,-2376,2.32e+11,11.05
13,42640,292149,165753,292273,-737,-452,794,2.10e+11,10.68
13,42642,291823,166096,293716,-717,-92,-2191,1.46e+11,10.77
13,42643,292549,165965,292568,170,-1058,360,1.36e+11,10.97
13,42645,292813,164939,292095,153,238,-1858,4.70e+10,10.22
13,42647,291931,165478,292835,-265,-500,-2562,1.64e+11,10.85
13,42648,291858,166360,291570,-93,397,-1469,8.42e+10,9.25
13,42649,291151,165365,293790,904,-286,-1738,7.30e+10,10.97
13,42652,291727,165961,293494,1219,-33,-551,8.40e+10,11.67
13,42657,291028,165757,292345,737,-758,154,6.56e+10,11.50
13,42660,291221,165666,292753,213,-694,-620,9.78e+10,10.22
13,42661,290979,164434,294091,-400,-500,-211,7.48e+10,9.09
13,42662,291768,165996,291832,63,-625,174,9.78e+10,9.18
13,42663,291863,165093,292719,-93,-166,-868,9.26e+10,11.04
13,42664,291647,165352,292526,1165,-1131,324,7.47e+10,11.20
13,42666,292194,165566,292498,-259,-764,-41,7.98e+10,11.43
13,42669,292032,165578,292184,663,-1845,-2070,5.97e+10,7.76
13,42671,292277,166457,291270,-249,601,-823,3.40e+10,6.60
13,42672,291620,165337,293386,-160,-969,284,8.98e+10,10.93
13,42674,292183,166219,291844,366,597,-1806,3.43e+10,6.15
13,42676,291525,164842,293686,434,-203,-264,7.25e+10,11.97
13,42677,290739,165119,295058,764,-1272,-1715,1.25e+10,6.33
13,42679,291895,166017,293044,297,-913,-2713,3.10e+10,6.22
13,42681,292333,165431,291663,533,830,-1228,2.81e+10,6.86
13,42683,291853,166697,292193,-721,-613,-1145,3.60e+10,9.62
13,42686,292097,166022,292692,-985,-537,322,5.05e+10,8.71
13,42688,291347,164507,293557,281,-73,-1988,4.35e+10,8.50
13,42689,290842,166484,291554,-320,395,-1279,2.43e+10,5.45
13,42691,291884,166257,293967,-766,-558,-2474,3.24e+10,8.74
13,42692,292510,165647,291488,-165,-639,-353,4.26e+10,10.62
13,42695,291822,166913,292408,-243,-1364,-81,2.03e+10,7.26
13,42697,291548,165375,294041,-677,-205,-1611,4.06e+10,8.80
13,42698,291256,164774,293202,-655,-651,-1179,3.20e+10,9.33
13,42700,291335,165777,291052,-746,-264,-1229,1.75e+10,7.78
13,42702,291520,165350,292664,-1577,-1557,-1833,2.50e+10,6.91
13,42703,292570,164312,292019,-23,-361,308,1.72e+10,9.36
13,42705,291323,165702,292008,872,91,-1170,3.27e+10,9.35
13,42706,291811,166079,292355,126,-1771,549,2.60e+10,9.64
13,42707,292189,166402,292561,-23,-59,-499,3.36e+10,8.69
13,42708,292857,165469,291032,727,-987,-1240,8.51e+09,7.69
13,42709,291911,166331,294290,505,-1604,-1155,2.00e+10,9.17
13,42711,292592,164163,292095,-519,-798,1116,7.45e+09,5.42
13,42712,291296,166563,292106,-214,-1580,325,1.80e+10,7.97
13,42715,291314,166529,291305,-354,-2024,498,2.89e+09,6.64
13,42716,291498,166961,293005,170,-1138,255,1.40e+10,8.60
13,42718,292135,165416,292969,-1035,-1429,-570,2.78e+10,11.33
13,42720,292191,165902,291282,-4,-368,846,1.91e+10,9.01
13,42725,291287,165753,292967,146,-584,468,2.07e+10,8.29
13,42726,290620,167034,292367,-75,-864,-675,1.97e+10,9.61
13,42727,291989,165564,292992,775,-820,-35,3.00e+10,10.48
13,42728,291780,165048,293761,-530,-70,-359,2.77e+10,10.43
13,42729,292328,166184,292412,582,-310,234,1.61e+10,8.21
13,42731,291607,165220,292752,413,-561,252,2.48e+10,10.12
13,42732,290915,165897,292150,887,-78,575,9.31e+09,7.74
13,42733,291716,166888,290884,-500,68,-208,4.95e+09,8.61
13,42735,292022,165165,293077,907,-220,-1114,2.43e+10,9.60
13,42736,290833,164844,293693,-1026,-726,-244,1.92e+10,9.35
13,42737,291810,165657,293022,-1446,-578,-470,2.49e+10,10.21
13,42738,291574,165489,293243,-422,-358,421,2.39e+10,10.38
13,42739,290865,165124,294408,415,-819,-1420,1.36e+10,8.10
13,42742,290756,164551,293916,844,-337,-2111,2.66e+09,4.72
13,42743,292555,164235,291930,38,-107,173,1.44e+10,9.37
13,42744,291765,165407,291763,-97,-911,389,1.89e+10,8.64
13,42745,291792,165392,293248,563,-7,-1767,2.25e+10,11.54
13,42747,291488,164556,293227,-315,-1472,-931,1.21e+10,9.32
13,42749,291240,166776,291175,387,329,-891,3.20e+09,6.66
13,42750,292097,165690,291482,-23,-296,158,2.02e+10,10.67
13,42753,292420,166018,293256,154,-623,-334,1.96e+10,9.39
13,42754,292131,165477,292457,-409,-1376,-11,1.75e+10,10.48
13,42755,292047,165268,293139,-1186,-399,49,1.85e+10,8.27
13,42756,290875,166155,291810,100,-885,-399,1.07e+10,8.80
13,42757,291898,164852,292892,-545,-1513,131,1.44e+10,8.48
13,42759,291015,164233,293949,809,-154,-241,7.86e+09,6.26
13,42762,291572,166090,291653,295,-228,146,8.93e+09,8.56
13,42763,290670,165807,294745,287,-1197,-1241,2.99e+09,8.40
13,42764,292223,165160,292930,930,-412,-1513,1.63e+10,7.74
13,42765,291769,166306,293894,1009,-1392,-1018,1.08e+10,9.19
13,42766,292915,165487,290860,-1211,-526,-72,4.40e+09,5.92
13,42769,290540,164653,295397,-552,-62,-651,6.37e+09,8.78
13,42772,291435,164509,293889,-398,-793,257,1.01e+10,9.21
13,42774,291877,165274,294313,540,-1606,-603,8.29e+09,9.23
13,42775,292048,164340,292071,837,69,-1916,1.62e+09,4.98
13,42776,290448,165507,292143,-447,-405,-517,8.27e+09,8.81
13,42778,291845,165782,293310,322,-1100,-1291,1.39e+10,10.18
13,42780,291080,166784,290430,474,-266,-250,3.25e+09,7.48
13,42781,293209,164217,290966,-533,-277,-442,2.09e+09,8.41
13,42783,290542,164063,294536,-791,-648,-95,2.74e+09,8.00
13,42784,291937,166234,293680,-1464,-185,-2109,7.40e+09,5.93
13,42785,292267,165268,292224,-1112,239,443,5.29e+09,8.99
13,42788,291824,165403,292826,-5,-650,59,1.62e+10,10.55
13,42793,292184,165966,293533,507,-352,-149,1.17e+10,8.25
13,42795,291803,164324,291787,490,130,-550,2.53e+09,9.82
13,42797,291759,164920,293762,506,-617,-246,8.77e+09,8.65
13,42802,291767,165331,293093,333,-429,961,1.33e+10,9.42
13,42803,291821,165143,293315,-431,-1193,-249,1.26e+10,10.25
13,42804,291643,165421,292970,-412,-313,-1797,1.26e+10,10.83
13,42805,290530,164429,295551,-179,-286,-642,4.44e+09,8.09
13,42807,290824,166336,292156,122,-1064,-500,7.69e+09,8.63
13,42808,292060,164788,294030,-251,738,-1313,3.95e+09,8.26
13,42812,290399,164440,294879,-920,-738,-309,1.27e+09,7.01
13,42813,291808,166424,293353,68,-264,-2316,1.18e+09,7.01
13,42814,293348,164578,291636,-616,-336,-404,3.96e+09,6.98
13,42817,291504,166168,293151,-529,-395,101,5.70e+09,8.48
13,42819,292973,166212,291274,403,502,-1009,1.03e+09,5.97
13,42822,291709,165612,292104,-1021,535,-1763,1.27e+09,8.06
13,42824,291785,165445,293126,55,-824,443,1.13e+10,7.15
13,42825,291856,165030,293210,-550,-1225,-834,6.75e+09,9.06
13,42826,291885,166194,294307,-1149,340,-2301,3.69e+09,9.00
13,42827,292995,164448,291368,-719,-130,-349,1.68e+09,8.53
13,42828,292589,165646,291696,-739,-463,134,5.67e+09,6.20
13,42829,292093,166602,292351,-76,-650,-171,8.29e+09,8.98
13,42833,292189,165457,292497,-15,-1023,-383,8.00e+09,9.65
13,42839,291867,165410,293039,379,-1582,1703,6.68e+09,7.71
13,42845,291817,165690,293118,-1321,-356,-2901,3.05e+09,4.57
13,42847,293499,164582,291234,257,-323,-323,2.37e+09,7.45
13,42848,291271,166527,292248,261,-1438,176,3.08e+09,7.85
13,42849,292426,165732,291909,-458,-651,-214,6.36e+09,9.50
13,42855,291436,165387,293375,1264,-1028,-475,5.58e+09,9.18
13,42861,291063,165152,291654,-504,-838,-725,1.99e+09,9.19
13,42862,291327,167301,293160,907,-1110,-631,2.06e+09,10.29
13,42863,292038,165155,293080,172,-784,-815,8.01e+09,8.78
13,42864,291612,166101,293725,-888,-367,-2568,3.80e+09,6.82
13,42865,291700,165458,293865,31,4,915,3.18e+09,9.67
13,42867,291844,165580,292932,-389,-53,-1105,8.29e+09,10.77
13,42873,291980,165335,293038,71,705,-480,6.59e+09,11.45
13,42874,291821,165523,292799,-246,272,-1736,7.59e+09,9.35
13,42877,291927,165305,292831,-567,386,4,6.97e+09,10.23
13,42879,291979,165908,293126,342,-1282,-326,6.61e+09,9.32
13,42885,294271,164255,291335,-259,-620,-556,1.08e+09,7.06
13,42888,291968,166026,294385,0,-1732,-735,2.62e+09,10.36
13,42892,291359,166088,293002,568,-1742,433,2.11e+09,8.91
13,42893,291039,165664,292597,134,-1454,-1001,2.28e+09,9.13
13,42894,293158,165147,292676,736,15,-21,2.75e+09,9.80
13,42895,292682,166318,293764,588,-571,-366,1.01e+09,10.32
13,42905,292233,166421,292331,-379,-888,-374,3.92e+09,9.47
13,42917,292137,165291,292316,400,-565,31,4.77e+09,9.75
13,42924,291366,165389,293112,25,180,-847,4.74e+09,8.61
13,42926,291200,165316,292547,532,253,-840,5.27e+09,11.27
13,42935,291850,166367,293769,-269,-55,-2346,2.46e+09,8.87
13,42942,292789,166059,292926,-531,-1102,-1281,1.05e+09,9.65
13,42944,292094,165732,292684,493,508,-1080,2.91e+09,9.28
13,42950,291284,165514,293126,1245,-1771,-1370,1.02e+09,8.98
13,42954,292600,164931,292149,171,-203,-1666,1.04e+09,9.20
13,42960,290465,165862,292530,153,-909,-1119,1.70e+09,8.89
13,42963,292013,166851,291909,-344,-451,-573,1.52e+09,8.59
13,42966,291471,165606,293106,786,826,-1556,2.24e+09,9.78
13,42971,292157,166146,293536,-369,-1175,-649,2.13e+09,9.34
13,42977,291921,164906,292940,-271,26,-1434,2.63e+09,9.00
13,42979,292292,165268,292987,289,-2107,253,2.01e+09,9.31
13,42995,291476,165400,292882,-145,359,-688,2.70e+09,9.59
13,42998,291862,165513,293157,235,-746,-2113,3.08e+09,10.62
13,43004,292047,165181,293179,319,-442,-377,3.48e+09,10.49
13,43005,291912,164571,293516,510,-158,-916,3.06e+09,9.04
13,43014,293419,165693,290720,880,-898,-216,1.14e+09,8.06
13,43082,292699,165110,293686,-272,41,-791,1.95e+09,9.77
13,43110,291820,166904,292403,-63,-1422,-38,2.62e+09,5.61
13,43112,291956,166042,294101,-432,-1274,-271,1.06e+09,8.01
13,43114,291816,166144,293697,-157,-226,-2230,2.37e+09,8.30
13,43120,291848,163983,292812,-842,-635,-139,1.02e+09,10.26
13,43121,292765,165514,291807,120,-547,-712,2.23e+09,9.90
13,43127,291700,165049,293873,162,-747,-648,1.79e+09,9.58
13,43153,291871,165575,292954,292,-581,-470,2.69e+09,11.76
13,43160,291917,165437,293290,-676,-908,-111,1.18e+09,10.77
13,43185,292593,165065,290966,-57,-472,-290,1.21e+09,10.71
13,43191,291857,165699,292444,558,-1062,449,1.58e+09,8.89
13,43216,291848,165427,293036,1502,-880,107,2.30e+09,7.14
13,43232,291036,164130,293603,-42,-565,-327,1.05e+09,9.89
13,43233,292797,165975,292262,157,-430,-608,1.30e+09,9.49
13,43246,291928,165553,293212,-238,-161,-1252,1.70e+09,11.67
13,43256,291752,166024,293622,-858,191,-2010,1.09e+09,8.96
13,43316,292990,165848,290964,-182,-709,-27,1.37e+09,8.99
13,43490,291869,165617,293039,-259,-616,-1431,1.09e+09,10.97
13,2456359,293885,164593,293389,752,-595,-601,1.08e+09,7.29
13,2494878,292700,163176,291920,-703,-309,92,2.57e+09,6.12
13,2594518,293807,164514,292893,-291,-67,-101,7.75e+09,9.38
14,33174,69357,107291,211422,-402,-545,505,2.72e+12,11.69
14,33175,69466,106174,211799,-206,550,-160,2.59e+12,11.56
14,33176,69956,105553,211480,-484,293,656,3.51e+11,10.10
14,33177,68810,107853,212024,440,636,1175,1.40e+11,11.33
14,33182,69296,107909,212134,-2157,-32,173,8.88e+10,10.32
14,33183,68123,105354,212370,766,-982,-788,4.08e+10,11.46
14,33184,68556,107717,211250,467,-1286,214,1.51e+11,11.49
14,33185,69028,105969,211440,703,1324,-477,1.65e+11,9.91
14,33187,69637,107797,210921,-180,-1721,2528,9.72e+10,9.10
14,33188,70743,106411,211872,-236,-933,-1137,4.44e+10,10.04
14,33190,67944,104814,213959,862,402,-857,3.28e+10,8.19
14,33192,67774,105468,213428,-19,-223,145,3.76e+10,10.91
14,33193,69485,105446,212537,-1873,-166,726,5.50e+10,8.64
14,33194,68846,106842,212139,-580,-1953,1082,7.47e+10,10.81
14,33196,69486,106083,211706,-193,-140,-72,1.02e+11,10.98
14,33197,69362,106959,211062,-63,1050,831,6.95e+10,10.06
14,33198,69536,106835,211466,-1213,1153,189,4.97e+10,11.43
14,33199,69333,106411,210925,609,-135,-1008,4.66e+10,9.59
14,33200,70060,104967,210903,-729,-641,-754,4.59e+10,7.05
14,33202,69163,104689,212202,218,1265,-619,5.21e+10,11.31
14,33204,68565,106985,211406,-218,907,1974,2.50e+10,7.77
14,33205,68799,108529,210884,173,-1202,-291,4.72e+10,10.38
14,33206,68990,107391,211135,-96,-1766,329,6.24e+10,10.98
14,33207,67325,105169,211830,617,-7,-645,2.40e+10,10.83
14,33209,69888,106719,211864,68,771,-110,5.64e+10,11.33
14,33210,69628,107738,210924,-333,-1551,-126,6.60e+10,10.99
14,33211,68904,106147,211280,-143,-104,-1144,3.47e+10,10.20
14,33213,69435,105908,211427,-430,-687,265,5.15e+10,10.41
14,33214,69333,106025,211619,288,692,-374,6.19e+10,12.04
14,33215,69277,107840,211159,17,-293,228,6.54e+10,11.34
14,33216,69700,107003,211223,-813,-591,1589,6.09e+10,10.28
14,33217,69766,108459,211225,-95,-139,-1131,3.25e+10,10.72
14,33218,69880,107053,211277,-411,-1765,1028,4.99e+10,10.56
14,33219,68992,107963,211246,-1388,-751,910,5.84e+10,11.59
14,33220,69457,105926,211797,-191,170,1322,5.21e+10,10.86
14,33221,70754,108445,211172,-1769,-570,986,2.11e+10,9.47
14,33222,69650,107589,211081,-907,-347,1618,5.15e+10,12.02
14,33223,69374,105693,212109,-104,-364,-321,4.42e+10,10.38
14,33224,68740,107339,211514,48,-911,-275,3.03e+10,11.16
14,33225,69453,106201,212008,-439,-203,915,4.72e+10,11.16
14,33226,69146,105285,211272,1139,621,160,2.29e+10,8.70
14,33228,69265,108089,211516,-388,-233,600,3.80e+10,11.26
14,33229,69189,108509,210783,-182,-813,295,3.64e+10,11.28
14,33231,69217,108422,210488,-697,-46,-828,2.75e+10,9.03
14,33234,69262,107591,210916,-1385,-629,1252,3.27e+10,11.40
14,33235,68981,105249,211446,396,-321,-532,1.82e+10,7.45
14,33236,69225,105972,211867,-657,1306,-36,3.53e+10,10.39
14,33237,71079,106736,211949,-317,1045,477,1.27e+10,10.25
14,33240,67764,105291,213842,612,714,-514,4.59e+09,9.31
14,33241,69329,107377,210735,-1175,-2094,1406,2.13e+10,10.59
14,33242,68991,106741,211860,-104,463,2217,1.15e+10,8.25
14,33243,67991,107327,211891,-269,-1017,295,2.52e+10,10.92
14,33245,67552,105833,212019,292,-248,-435,9.03e+09,9.16
14,33247,69360,108023,210789,-626,-1008,502,2.90e+10,11.86
14,33249,69464,106433,211921,-742,-79,-37,3.01e+10,11.55
14,33250,69432,106330,211901,-1828,-733,197,2.12e+10,10.76
14,33254,68056,106026,211156,-824,-811,1515,3.44e+09,7.40
14,33255,69197,106813,212823,547,1176,-584,9.74e+09,8.40
14,33257,69301,108022,211206,-1596,709,1076,2.60e+10,11.19
14,33258,69131,106965,211196,-527,-179,2156,1.22e+10,8.33
14,33259,68674,108114,210783,186,-583,766,1.67e+10,10.94
14,33260,68920,107235,210105,421,-1876,1161,4.51e+09,4.61
14,33261,68913,106392,212356,-337,1031,-154,1.77e+10,10.23
14,33262,68605,107728,210918,-747,-287,-330,1.22e+10,10.71
14,33263,69079,105904,212246,-178,1226,-734,2.40e+10,10.43
14,33264,69135,108221,211193,-180,-676,986,2.78e+10,11.42
14,33266,69634,106280,211754,-875,99,-1055,2.40e+10,10.51
14,33267,69699,108401,210881,-2321,-1750,902,4.31e+09,9.51
14,33268,69515,108351,211289,144,-532,797,2.53e+10,11.47
14,33269,69545,107682,213009,249,345,-170,6.98e+09,8.93
14,33270,69143,107566,211321,-470,-897,880,2.71e+10,10.53
14,33271,68814,106179,210735,296,-1350,1011,1.26e+10,10.71
14,33272,69576,107014,211917,-604,359,-813,1.87e+10,10.05
14,33273,70424,107809,212126,-473,24,-796,9.92e+09,8.99
14,33274,70056,107007,212133,313,748,-1147,9.34e+09,8.78
14,33275,67712,107016,210950,286,-1179,38,2.17e+09,7.51
14,33276,67853,109329,210601,-1060,-633,1436,2.13e+09,8.82
14,33277,69907,106810,212736,-1419,-38,-632,6.11e+09,8.42
14,33278,68370,108145,212070,-524,-1582,318,1.27e+10,10.43
14,33279,70580,107697,211885,-434,-86,-666,8.05e+09,9.16
14,33281,69536,106645,211223,-1179,540,140,1.39e+10,10.16
14,33282,68083,107938,212484,-778,-824,1442,6.90e+09,9.84
14,33284,69547,107521,211403,-632,-708,1332,1.82e+10,12.22
14,33285,68656,108111,211209,-909,-682,641,1.98e+10,10.33
14,33286,68147,105214,213198,202,1051,408,5.64e+09,9.07
14,33287,70566,108214,211859,-1797,-534,776,4.02e+09,9.26
14,33289,69452,108449,210324,-438,-152,1709,9.14e+09,10.80
14,33290,69252,106167,211936,264,612,-79,1.96e+10,11.37
14,33291,69386,108037,210992,-1497,-1813,1843,1.84e+10,11.10
14,33292,69589,106129,211525,554,-183,-638,1.77e+10,10.93
14,33293,70262,107167,211575,-20,-1354,-29,3.95e+09,9.56
14,33295,68908,105645,212355,-1912,-216,-379,9.18e+09,8.57
14,33297,69011,104392,210367,-935,139,-361,2.03e+09,6.76
14,33299,67409,105537,212690,255,95,315,4.64e+09,9.08
14,33300,69315,107376,211062,650,-184,407,1.07e+10,10.46
14,33301,68340,107231,211323,-803,-649,1397,6.85e+09,10.06
14,33302,69166,107441,212204,-819,-370,1018,9.04e+09,10.98
14,33303,69437,106215,211747,-477,1397,1339,1.76e+10,10.38
14,33305,69552,104864,212002,-102,621,-1554,4.01e+09,9.53
14,33306,69779,105947,211665,-595,1147,-417,1.66e+10,10.86
14,33307,69440,107478,210296,-458,23,1536,6.71e+09,10.28
14,33308,69325,107841,211038,-947,-2893,373,1.24e+10,9.15
14,33309,69599,108271,211528,-1415,-1941,902,1.26e+10,10.38
14,33311,69771,105350,211561,-174,-567,-61,6.82e+09,8.21
14,33313,69332,107460,211465,66,-271,2190,7.27e+09,10.81
14,33314,68818,105842,212704,-1475,934,881,3.88e+09,7.95
14,33315,68065,105317,212397,761,-936,-521,9.88e+09,7.82
14,33316,69648,106299,212216,-162,1836,-317,1.27e+10,9.80
14,33317,69576,105965,211435,-111,1731,-67,1.31e+10,11.24
14,33318,69606,108411,211215,-1069,-2585,858,8.77e+09,10.90
14,33320,69809,105062,211136,-1271,-198,-254,1.49e+09,7.94
14,33321,69586,106336,211917,-284,848,588,1.46e+10,10.43
14,33322,68607,103904,210309,-664,204,-6,2.19e+09,6.80
14,33324,67996,108277,211411,-1404,-895,810,5.69e+09,8.86
14,33327,68751,105309,212006,865,687,11,7.17e+09,8.92
14,33331,68937,105230,212791,-670,1051,328,8.04e+09,11.28
14,33332,69543,107786,211368,-1834,-338,587,1.27e+10,11.10
14,33333,70189,108002,211270,670,-1916,917,2.63e+09,10.46
14,33334,68816,107888,211202,-906,-1488,341,1.22e+10,11.25
14,33335,69927,105206,212161,-700,300,-246,8.47e+09,8.70
14,33336,69084,106173,212148,-1330,2064,1248,1.53e+09,7.84
14,33337,69035,105437,212120,-1044,1254,723,5.19e+09,9.66
14,33338,68521,108107,211367,646,-1285,-113,7.53e+09,10.66
14,33339,69043,105131,211321,659,76,-617,3.98e+09,7.87
14,33340,69156,108629,210954,-905,-891,802,1.26e+10,10.88
14,33341,69376,108360,210154,26,-1676,1759,8.97e+09,8.94
14,33343,69385,106445,212093,-213,1271,-811,9.31e+09,10.03
14,33345,69107,106187,211375,1275,1396,446,2.84e+09,10.25
14,33348,69422,107961,211227,-322,-520,497,1.27e+10,11.36
14,33349,68894,108740,210380,-124,-1568,113,2.38e+09,10.76
14,33350,68737,106845,211270,-570,-400,1043,6.27e+09,10.59
14,33353,69916,105484,211965,-1544,-92,1734,1.10e+09,8.74
14,33354,68698,106537,210517,134,-1346,710,1.68e+09,9.32
14,33355,69302,107937,211303,-1430,-1099,128,1.14e+10,11.41
14,33356,69345,105977,211892,-312,793,-782,1.08e+10,9.83
14,33357,68551,106350,211300,508,-1463,668,1.48e+09,10.22
14,33358,68233,107675,211025,-291,-1968,-95,2.17e+09,9.60
14,33360,69336,106349,211785,-1631,-212,274,9.41e+09,10.93
14,33361,68734,105557,211274,-412,1202,159,4.28e+09,9.44
14,33362,69384,106165,211730,-364,369,1244,9.30e+09,11.32
14,33368,68631,107929,211958,454,711,1008,5.67e+09,8.45
14,33369,69627,107795,210505,379,-1641,1245,4.65e+09,9.95
14,33376,69686,107757,210906,-180,-285,1052,7.82e+09,10.79
14,33380,69210,107922,211358,-1894,-1828,554,9.03e+09,11.69
14,33382,69337,107697,210701,-717,-919,1010,7.57e+09,10.93
14,33384,70487,105421,212194,45,295,40,5.22e+09,10.20
14,33387,68766,107334,211619,-1336,-646,237,4.56e+09,11.40
14,33391,69535,107991,210607,42,-1969,695,3.05e+09,10.71
14,33396,69171,108259,211849,-1997,-1880,-109,1.30e+09,10.67
14,33397,69088,106183,211326,746,267,-616,4.49e+09,10.97
14,33398,69186,107444,212255,8,-2179,959,3.42e+09,9.28
14,33401,69012,106217,211278,1429,168,-128,2.01e+09,9.86
14,33402,69041,105937,211910,-53,-1054,2448,1.84e+09,6.64
14,33408,69034,105831,212456,309,-1198,1752,1.35e+09,8.00
14,33411,69648,105299,211352,546,894,-103,2.57e+09,10.84
14,33414,68468,107134,211104,-408,-2219,354,1.27e+09,10.08
14,33417,69695,105537,211522,178,207,-813,4.97e+09,10.56
14,33419,69478,106095,211803,1170,12,-1185,7.14e+09,10.60
14,33423,69825,106636,211565,-317,654,882,3.81e+09,10.49
14,33424,69015,108028,211094,18,-1052,411,6.11e+09,11.46
14,33425,70131,105802,211737,-533,386,1166,1.15e+09,10.04
14,33428,69232,105707,211751,-1375,-1126,-848,2.46e+09,9.82
14,33429,69808,105411,211998,354,770,-3,4.40e+09,11.06
14,33431,69263,107820,211412,-221,-2083,1422,6.70e+09,11.86
14,33432,68331,106369,211896,-424,-108,-318,1.02e+09,10.56
14,33433,69619,108445,210090,-725,-480,-121,3.31e+09,10.19
14,33438,69703,108009,211001,-707,-199,1403,3.90e+09,10.36
14,33439,68840,105589,212291,807,-641,-408,1.15e+09,9.43
14,33446,68990,105615,212400,194,1161,45,2.78e+09,10.09
14,33447,70347,104783,210911,27,-62,-565,1.03e+09,10.37
14,33448,68932,107872,211450,735,-1776,-79,4.68e+09,11.53
14,33453,69806,105661,211360,-524,857,971,2.25e+09,10.39
14,33454,69797,105767,211550,-181,321,-795,3.93e+09,10.89
14,33455,70089,105685,211372,923,801,-262,1.41e+09,10.64
14,33458,69578,105796,211496,-18,-355,345,3.15e+09,10.81
14,33461,69121,107807,211317,-1694,-2076,622,5.13e+09,11.78
14,33464,69052,107042,212157,-390,133,142,1.64e+09,10.82
14,33465,69222,105571,211604,-320,476,1158,1.25e+09,9.94
14,33466,69263,108351,211491,-217,-137,433,4.16e+09,11.48
14,33470,69219,104745,211642,-824,600,741,1.18e+09,10.51
14,33471,68886,105202,212128,-987,469,184,1.76e+09,10.95
14,33472,69337,107574,211362,144,-122,2494,2.13e+09,10.90
14,33473,68782,105077,213208,284,-8,-273,1.27e+09,8.00
14,33479,69607,108339,211119,-917,216,1041,2.04e+09,11.24
14,33482,69115,105919,212162,-1423,606,-503,1.23e+09,10.14
14,33483,69356,105707,211861,-60,-706,1563,1.68e+09,9.71
14,33492,69198,108508,211405,-807,-1471,-263,2.40e+09,11.70
14,33495,68598,106449,210730,-228,-1222,969,2.00e+09,10.54
14,33498,69454,106272,211887,-343,1365,-23,4.53e+09,10.52
14,33501,69147,108457,211621,184,-1309,89,1.96e+09,11.73
14,33504,68669,106609,211591,-676,519,-890,1.48e+09,11.05
14,33509,69369,105413,212095,-303,-1237,796,1.77e+09,9.65
14,33521,68775,108310,211215,301,-1092,340,2.67e+09,11.28
14,33524,69368,107629,210155,-36,-652,1646,1.25e+09,11.60
14,33525,69314,105722,211815,-918,-626,-434,1.30e+09,10.36
14,33527,69612,107801,210704,-210,-1788,2317,1.50e+09,8.98
14,33536,69209,107653,211507,-714,-2857,1325,2.65e+09,10.83
14,33546,69190,105961,212118,-480,600,694,2.85e+09,11.30
14,33555,69178,106200,211883,613,554,-1118,3.43e+09,11.13
14,33557,70298,106446,211692,124,893,443,1.08e+09,9.27
14,33564,69523,106366,211816,-313,154,-195,3.77e+09,8.21
14,33568,69016,106333,211800,-135,-945,1441,1.35e+09,10.35
14,33570,69107,108186,211184,703,-799,448,2.36e+09,11.54
14,33582,69534,107800,211358,68,-1655,696,2.95e+09,10.89
14,33592,68910,107067,211554,16,764,-562,1.63e+09,9.61
14,33595,70118,108044,211159,-599,121,-504,1.24e+09,10.22
14,33606,69155,107758,211185,-513,-2368,804,2.67e+09,11.32
14,33623,69342,108040,210973,494,-605,-69,2.33e+09,11.09
14,33625,69079,108177,211636,-200,-2278,511,1.76e+09,10.86
14,33646,69681,106405,211297,376,916,-520,2.45e+09,9.33
14,33651,69379,106069,212218,-84,980,-794,2.34e+09,11.27
14,33652,69338,106283,211910,-319,1508,-1151,1.63e+09,11.29
14,33654,69475,106647,211320,-596,-103,334,1.68e+09,11.40
14,33655,69210,106015,212625,-140,435,605,1.42e+09,10.68
14,33666,69527,105657,211535,-381,1415,123,1.53e+09,10.60
14,33669,69449,105447,212522,792,536,-1161,1.35e+09,7.39
14,33677,68582,107720,211290,-346,-1052,190,1.84e+09,10.79
